"Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","Cloud5pm","RainTomorrow"
"Ballarat",3.7,8.1,7.4,"W",63,"Yes",99,5,1004.2,"NNW","W",1,"Yes"
NA,15.1,28.8,0,"SE",39,"No",39,1,1012,"ESE","E",0.2,"Yes"
"PearceRAAF",14.7,30.3,0,NA,NA,NA,NA,0,NA,"ENE","WSW",0,"No"
NA,9.9,14.2,0.2,NA,50,NA,77,7,NA,"WSW","SSE",1.4,"Yes"
NA,NA,18.1,0,"SSW",50,"No",46,1,NA,"S",NA,0.2,"No"
"Canberra",2.2,15,0,"ENE",43,"No",80,6,1017.1,"SSE","E",1.2,"Yes"
"Bendigo",4,12.7,0,"NW",28,"No",97,8,1003,"NNW",NA,1.6,"No"
"Townsville",11.2,26.8,NA,"ENE",41,"No",62,1,1020.5,"SSE",NA,0.2,"No"
"NorfolkIsland",NA,23.9,0,"ESE",85,"No",NA,8,1005.2,"E","E",1.6,"Yes"
"NorfolkIsland",20.4,NA,2.6,"ESE",NA,"Yes",86,7,1015.3,"ESE",NA,1.4,"No"
"AliceSprings",11.3,25.8,0,"ESE",44,"No",25,0,NA,"ESE","SE",0,"No"
NA,9.3,12.9,2,"WSW",46,"Yes",84,8,1019.7,"SW","SW",1.6,"No"
"Canberra",NA,17,0,"WNW",31,"No",99,NA,1021.9,"S","WNW",NA,"No"
NA,15.2,NA,0.6,"NNE",20,"No",89,8,NA,"S","N",1.6,"No"
"AliceSprings",23.2,37.1,0,NA,57,"No",2,1,1014.6,"NNW","NNW",0.2,"No"
"Canberra",11.3,27.4,0.2,"NW",NA,"No",60,1,1021.4,"SE","NW",0.2,"No"
"PearceRAAF",7,18,0,"NNW",37,"No",73,8,1019,"NNE",NA,1.6,"Yes"
"MountGambier",8.9,15.8,3.2,"N",28,"Yes",96,7,1023.3,"NNW","SW",1.4,"No"
"Hobart",11.8,16.7,0.2,"WNW",72,"No",57,2,1013.8,"NW","WNW",0.4,"No"
"Hobart",16.2,21.4,0,"SE",35,"No",72,6,1020.3,"NNW","SE",1.2,"Yes"
"SydneyAirport",8.3,18.2,0,"WNW",NA,"No",47,1,1015.9,"NW",NA,0.2,"No"
"Portland",NA,14.1,NA,"SSW",41,NA,94,8,1011.1,"SW","SW",1.6,"Yes"
NA,NA,21.6,0,"N",17,NA,NA,1,1020.4,NA,"WNW",0.2,"No"
"NorfolkIsland",11.7,19.5,0,"NE",30,"No",73,2,1021.6,"E","ENE",0.4,"No"
"Hobart",NA,12.2,0,"SSW",72,NA,70,7,1005.5,"NW","SW",1.4,"Yes"
"Cairns",22.6,29.7,NA,"S",41,"Yes",73,7,1011.9,"SSE","SE",1.4,"No"
"Sydney",23.9,36.2,0,"SSW",63,"No",72,5,1007.8,"W","E",1,"No"
"Albury",8.4,12.2,0,"WNW",72,"No",73,8,1011.7,"WNW","WNW",1.6,"Yes"
"AliceSprings",21.9,NA,0,"SE",59,"No",62,6,1012.9,"SE","SW",1.2,"Yes"
"MountGambier",11.4,22.2,0,"WNW",50,"No",58,NA,1016.8,"WNW",NA,NA,"No"
"SydneyAirport",20.7,37,0,"W",69,"No",NA,3,1005.8,"WNW","W",0.6,"No"
"Cairns",20.6,29.1,0,NA,19,"No",75,NA,1012.6,"ESE","NNE",NA,"No"
"MountGambier",9.6,15.7,0.6,"SW",28,"No",77,NA,1018.1,"NNE","S",NA,"No"
"Canberra",-3.7,14.6,NA,"NE",30,"No",94,2,1040.1,"S","ENE",0.4,"No"
"Melbourne",15,29.2,0,"S",43,NA,69,1,1013.3,NA,"SSW",0.2,"No"
"Bendigo",5,16.1,0,"ESE",30,"No",85,NA,1027.8,NA,"E",NA,"No"
"Cobar",8,25.1,1.6,"SSW",57,NA,NA,2,1017.6,"N","WNW",0.4,"No"
NA,16,26.7,0,NA,22,"No",NA,1,1020.2,"WSW","E",0.2,"No"
"PerthAirport",6.9,21.5,1.8,"SW",43,"Yes",38,1,1023.7,"SSE","WSW",0.2,"No"
"Katherine",16,37,0,"ESE",50,"No",61,0,1015.5,"SSE","ENE",0,"No"
"Brisbane",12.7,24.2,0,"SE",26,"No",NA,5,1026.1,"SW",NA,1,"No"
"Portland",NA,13.8,0.8,"SSE",30,"No",88,8,1010.1,NA,NA,1.6,"Yes"
"CoffsHarbour",15.3,21.3,14,"S",43,"Yes",66,7,1025.6,"WSW","S",1.4,"Yes"
"Darwin",18.5,29.6,0,NA,NA,NA,67,7,1014.3,"ESE","ENE",1.4,"No"
"Moree",-0.2,18.8,0,"WSW",19,"No",59,0,1025.4,"NE","WNW",0,"No"
NA,4,18.3,0.8,"S",43,"No",NA,8,1021.8,"SW",NA,1.6,"No"
"SydneyAirport",NA,22,NA,NA,50,"No",88,NA,1017.4,"SSW",NA,NA,"Yes"
"MelbourneAirport",8.1,14.8,0.2,"SW",NA,"No",85,7,1028.2,"SW",NA,1.4,"No"
NA,7.7,19.7,0,"SW",35,"No",56,1,1027.4,NA,"NW",0.2,"No"
NA,7.4,19.7,0.4,"SW",39,"No",62,7,1026.3,"SSW","SSE",1.4,"No"
"SydneyAirport",18.8,21.7,NA,"S",NA,"No",81,7,1022.1,"SSW","S",1.4,"Yes"
NA,26.5,37.5,0,"SSW",37,"No",75,3,1011.4,"NW","NNW",0.6,"Yes"
"WaggaWagga",4.9,21.4,0,"N",33,"No",82,2,1023,"ESE","NNE",0.4,"No"
"Woomera",3.2,NA,0,"WSW",54,"No",NA,0,1019.7,"W","W",0,"No"
"MelbourneAirport",13,21.1,0,"WSW",NA,"No",66,3,NA,"WNW","SW",0.6,"No"
"AliceSprings",NA,27.6,0,"E",37,"No",37,1,NA,"ESE",NA,0.2,"No"
"Canberra",-1.2,15.3,0,"NW",57,NA,66,1,1017.4,"NW",NA,0.2,"No"
"Darwin",24.1,33.2,0,"NW",30,"No",68,1,1012.8,"SE","WNW",0.2,"No"
"AliceSprings",16.1,36.2,0,"SSE",37,"No",17,1,1007.9,"N","SW",0.2,"No"
"Sale",7.7,11,5.2,"W",NA,"Yes",88,NA,NA,NA,NA,NA,"Yes"
"Cobar",6.7,20.8,0,"NE",28,"No",67,7,1029,"NE","NNE",1.4,"No"
"Nuriootpa",7.5,12.5,0,"E",48,"No",71,8,1015.9,"E","ESE",1.6,"Yes"
"Ballarat",2.9,12.9,NA,"WNW",28,"No",98,8,1021.2,"N","W",1.6,"Yes"
"Cobar",NA,17.9,0,"S",30,"No",54,8,1023.3,"S",NA,1.6,"No"
"Katherine",14,32.2,0,"ESE",35,"No",51,0,1017.1,NA,"ESE",0,"No"
"Williamtown",6.4,29.8,0,"W",50,"No",50,4,1015.8,"NW","W",0.8,"No"
